patinho_feio_cpu_device prog_8bit
kingpin_state kingpin_io_map
kingpin_state kingpin_sound_map
pc9801_state pc9801_map
pc9801_state pc9801_common_io
pc9801_state pc9801_io
pc9801_state ipl_bank
pc9801_state pc9801ux_map
pc9801_state pc9801ux_io
pc9801_state pc9801rs_map
pc9801_state pc9801rs_io
pc9801_state pc9821_map
pc9801_state pc9821_io
pc9801_state upd7220_1_map
pc9801_state upd7220_2_map
pc9801_state upd7220_grcg_2_map
dim68k_state dim68k_mem
calchase_state calchase_map
calchase_state calchase_io
taitox_state superman_map
taitox_state daisenpu_map
taitox_state gigandes_map
taitox_state ballbros_map
taitox_state sound_map
taitox_state daisenpu_sound_map
indigo_state indigo_map
indigo_state indigo3k_map
indigo_state indigo4k_map
mwarr_state mwarr_map
mwarr_state oki2_map
clpoker_state prg_map
clpoker_state io_map
clpoker_state ramdac_map
sidearms_state sidearms_map
sidearms_state turtship_map
sidearms_state sidearms_sound_map
sidearms_state whizz_map
sidearms_state whizz_sound_map
sidearms_state whizz_io_map
nexus3d_state nexus3d_map
namcofl_state namcofl_mem
namcofl_state namcoc75_am
namcofl_state namcoc75_io
m79amb_state main_map
rollext_state memmap
fruitpc_state fruitpc_map
fruitpc_state fruitpc_io
s11_state s11_main_map
s11_state s11_audio_map
s11_state s11_bg_map
nmg5_state nmg5_map
nmg5_state pclubys_map
nmg5_state nmg5_sound_map
nmg5_state pclubys_sound_map
nmg5_state sound_io_map
taotaido_state main_map
taotaido_state sound_map
taotaido_state sound_port_map
cps_state main_map
cps_state forgottn_map
cps_state sub_map
cps_state qsound_main_map
cps_state qsound_sub_map
cps_state qsound_decrypted_opcodes_map
cps_state sf2m3_map
cps_state sf2m10_map
st17xx_state cpu_map
okean240_state okean240_mem
okean240_state okean240_io
okean240_state okean240a_io
okean240_state okean240t_io
gamate_state gamate_mem
fantland_state fantland_map
fantland_state galaxygn_map
fantland_state borntofi_map
fantland_state wheelrun_map
fantland_state fantland_sound_map
fantland_state fantland_sound_iomap
fantland_state galaxygn_sound_iomap
fantland_state borntofi_sound_map
fantland_state wheelrun_sound_map
lordgun_state lordgun_map
lordgun_state aliencha_map
lordgun_state ymf278_map
lordgun_state lordgun_soundmem_map
lordgun_state lordgun_soundio_map
lordgun_state aliencha_soundio_map
silvmil_state silvmil_map
silvmil_state silvmil_sound_map
contra_state contra_map
contra_state sound_map
pbaction_state pbaction_map
pbaction_state decrypted_opcodes_map
pbaction_state pbaction_sound_map
pbaction_state pbaction_sound_io_map
mk2_state mk2_mem
segapm_state segapm_map
at586_state at586_map
at586_state at586_io
megazone_state megazone_map
megazone_state megazone_sound_map
megazone_state megazone_sound_io_map
megazone_state megazone_i8039_map
megazone_state megazone_i8039_io_map
mz3500_state mz3500_master_map
mz3500_state mz3500_master_io
mz3500_state mz3500_slave_map
mz3500_state mz3500_slave_io
mz3500_state upd7220_1_map
mz3500_state upd7220_2_map
exidy_state exidy_map
exidy_state sidetrac_map
exidy_state targ_map
exidy_state spectar_map
exidy_state rallys_map
exidy_state venture_map
exidy_state pepper2_map
exidy_state fax_map
mitchell_state mgakuen_map
mitchell_state mitchell_map
mitchell_state decrypted_opcodes_map
mitchell_state mitchell_io_map
mitchell_state spangbl_map
mitchell_state spangbl_io_map
mitchell_state spangbl_sound_map
mitchell_state pangba_sound_map
mitchell_state mstworld_sound_map
mitchell_state mstworld_io_map
univac_state mem_map
univac_state io_map
bigstrkb_state bigstrkb_map
hnayayoi_state hnayayoi_map
hnayayoi_state hnayayoi_io_map
hnayayoi_state hnfubuki_map
hnayayoi_state untoucha_map
hnayayoi_state untoucha_io_map
goal92_state goal92_map
goal92_state sound_cpu
mbc200_state mbc200_mem
mbc200_state mbc200_io
mbc200_state mbc200_sub_mem
mbc200_state mbc200_sub_io
fidel6502_state csc_map
fidel6502_state su9_map
fidel6502_state rsc_map
fidel6502_state eas_map
fidel6502_state eag_map
fidel6502_state sc9_map
fidel6502_state sc9d_map
fidel6502_state sc12_trampoline
fidel6502_state sc12_map
fidel6502_state fexcel_map
fidel6502_state fexcelp_map
fidel6502_state fexcelb_map
fidel6502_state fdesdis_map
fidel6502_state fphantom_map
fidel6502_state chesster_map
fidel6502_state kishon_map
laserbas_state laserbas_memory
laserbas_state laserbas_io
mz2000_state mz2000_map
mz2000_state mz80b_io
mz2000_state mz2000_io
taitoair_state airsys_map
taitoair_state sound_map
taitoair_state DSP_map_program
taitoair_state DSP_map_data
compis_state compis_mem
compis_state compis2_mem
compis_state compis_io
clayshoo_state main_map
clayshoo_state main_io_map
spyhuntertec_state spyhuntertec_map
spyhuntertec_state spyhuntertec_portmap
spyhuntertec_state spyhuntertec_sound_map
spyhuntertec_state spyhuntertec_sound_portmap
pluto5_state pluto5_map
hotblock_state hotblock_map
hotblock_state hotblock_io
pv2000_state pv2000_map
pv2000_state pv2000_io_map
cloak_state master_map
cloak_state slave_map
mcr3_state mcrmono_map
mcr3_state mcrmono_portmap
mcr3_state spyhunt_map
mcr3_state spyhunt_portmap
ninjaw_state ninjaw_master_map
ninjaw_state ninjaw_slave_map
ninjaw_state darius2_master_map
ninjaw_state darius2_slave_map
ninjaw_state sound_map
busicom_state busicom_rom
busicom_state busicom_mem
busicom_state busicom_stat
busicom_state busicom_rp
busicom_state busicom_mp
vegaeo_state vega_map
namcos1_state main_map
namcos1_state sub_map
namcos1_state virtual_map
namcos1_state sound_map
namcos1_state mcu_map
namcos1_state mcu_port_map
skeetsht_state hc11_pgm_map
skeetsht_state hc11_io_map
skeetsht_state tms_program_map
prof80_state prof80_mem
prof80_state prof80_mmu
prof80_state prof80_io
hcastle_state hcastle_map
hcastle_state sound_map
itech8_state tmslo_map
itech8_state tmshi_map
itech8_state gtg2_map
itech8_state ninclown_map
itech8_state sound2203_map
itech8_state sound2608b_map
itech8_state sound3812_map
itech8_state sound3812_external_map
itech8_state slikz80_mem_map
itech8_state slikz80_io_map
raiden_state main_map
raiden_state sub_map
raiden_state raidenu_main_map
raiden_state raidenu_sub_map
raiden_state raidenb_main_map
raiden_state raiden_sound_map
raiden_state raiden_sound_decrypted_opcodes_map
raiden_state sei80bu_encrypted_full_map
grfd2301_state mem_map
grfd2301_state io_map
carrera_state carrera_map
carrera_state io_map
hitme_state hitme_map
hitme_state hitme_portmap
adam_state adam_mem
adam_state adam_io
adam_state m6801_mem
adam_state m6801_io
vindictr_state main_map
d9final_state d9final_map
d9final_state d9final_io
ojankohs_state ojankohs_map
ojankohs_state ojankoy_map
ojankohs_state ojankoc_map
ojankohs_state ojankohs_io_map
ojankohs_state ojankoy_io_map
ojankohs_state ccasino_io_map
ojankohs_state ojankoc_io_map
f1_state act_f1_mem
f1_state act_f1_io
niyanpai_state niyanpai_map
niyanpai_state musobana_map
niyanpai_state mhhonban_map
niyanpai_state zokumahj_map
bublbobl_state common_maincpu_map
bublbobl_state bublbobl_maincpu_map
bublbobl_state subcpu_map
bublbobl_state sound_map
bublbobl_state mcu_map
bublbobl_state bootleg_map
bublbobl_state tokio_map
bublbobl_state tokio_map_mcu
bublbobl_state tokio_map_bootleg
bublbobl_state tokio_subcpu_map
bublbobl_state tokio_sound_map
mrjong_state mrjong_map
mrjong_state mrjong_io_map
spectrum_state spectrum_mem
spectrum_state spectrum_io
crospang_state crospang_base_map
crospang_state crospang_map
crospang_state bestri_map
crospang_state bestria_map
crospang_state crospang_sound_map
crospang_state crospang_sound_io_map
r2dx_v33_state rdx_v33_map
r2dx_v33_state nzeroteam_base_map
r2dx_v33_state nzerotea_map
r2dx_v33_state zerotm2k_map
r2dx_v33_state r2dx_oki_map
microterm_state mt420_mem_map
microterm_state mt420_io_map
microterm_state mt420_vram_map
microterm_state mt5510_mem_map
microterm_state mt5510_io_map
astrof_state astrof_map
astrof_state spfghmk2_map
astrof_state tomahawk_map
suprslam_state suprslam_map
suprslam_state sound_map
suprslam_state sound_io_map
dblewing_state dblewing_map
dblewing_state decrypted_opcodes_map
dblewing_state sound_map
dblewing_state sound_io
statriv2_state statriv2_map
statriv2_state statriv2_io_map
tv950_state tv950_mem
mario_state mario_map
mario_state masao_map
mario_state mario_io_map
barata_state i8051_io_port
vertigo_state vertigo_map
exidy440_sound_device exidy440_audio_map
vertigo_state vertigo_motor
mice_state mice_mem
mice_state mice_io
mice_state mice2_mem
mice_state mice2_io
igs_m027_state igs_majhong_map
aussiebyte_state aussiebyte_map
aussiebyte_state aussiebyte_io
simpsons_state main_map
simpsons_state bank0000_map
simpsons_state bank2000_map
simpsons_state z80_map
polygonet_state main_map
polygonet_state dsp_program_map
polygonet_state dsp_data_map
polygonet_state sound_map
cyclemb_state cyclemb_map
cyclemb_state cyclemb_io
cyclemb_state skydest_io
cyclemb_state cyclemb_sound_map
cyclemb_state cyclemb_sound_io
diverboy_state diverboy_map
diverboy_state snd_map
ti630_state i80c31_prg
ti630_state i80c31_io
srmp2_state srmp2_map
srmp2_state mjyuugi_map
srmp2_state srmp3_map
srmp2_state srmp3_io_map
srmp2_state rmgoldyh_map
srmp2_state rmgoldyh_io_map
mrgame_state main_map
mrgame_state video_map
mrgame_state audio1_map
mrgame_state audio1_io
mrgame_state audio2_map
mrgame_state audio2_io
cliffhgr_state mainmem
cliffhgr_state mainport
sidepckt_state sidepckt_map
sidepckt_state sidepcktb_map
sidepckt_state sound_map
aa310_state aa310_mem
spool99_state spool99_map
spool99_state vcarn_map
psikyo4_state ps4_map
psikyo4_state ps4_ymf_map
sbrkout_state main_map
sbrkout_state sbrkoutct_main_map
usgames_state usgames_map
usgames_state usg185_map
rabbit_state rabbit_map
pockchalv1_state pockchalv1_map
goldstar_state goldstar_map
goldstar_state goldstar_readport
sanghopm_state star100_map
sanghopm_state star100_readport
goldstar_state ramdac_map
cb3_state ncb3_map
goldstar_state ncb3_readwriteport
goldstar_state wcherry_map
goldstar_state wcherry_readwriteport
goldstar_state cm_map
goldstar_state nfm_map
cmaster_state cm_portmap
goldstar_state pkrmast_portmap
goldstar_state cmast91_portmap
cmaster_state amcoe1_portmap
cmaster_state amcoe2_portmap
goldstar_state lucky8_map
goldstar_state flaming7_map
goldstar_state mbstar_map
wingco_state magodds_map
goldstar_state kkotnoli_map
goldstar_state ladylinr_map
goldstar_state wcat3_map
unkch_state unkch_map
unkch_state unkch_portmap
unkch_state megaline_map
goldstar_state megaline_portmap
unkch_state bonusch_map
goldstar_state bonusch_portmap
qx10_state qx10_mem
qx10_state qx10_io
qx10_state upd7220_map
elekscmp_state mem_map
belatra_state belatra_map
punchout_state punchout_map
punchout_state armwrest_map
punchout_state punchout_io_map
punchout_state punchout_vlm_map
punchout_state spnchout_io_map
punchout_state punchout_sound_map
battlera_state battlera_map
battlera_state battlera_portmap
battlera_state sound_map
sat_console_state saturn_mem
sat_console_state sound_mem
wolfpack_state main_map
mac_state mac512ke_map
mac_state macplus_map
mac_state macse_map
mac_state macprtb_map
mac_state maclc_map
mac_state maclc3_map
mac_state macii_map
mac_state maciici_map
mac_state macse30_map
mac_state maciifx_map
mac_state macpb140_map
mac_state macpb160_map
mac_state macpb165c_map
mac_state macpd210_map
mac_state quadra700_map
mac_state pwrmac_map
igspoker_state igspoker_prg_map
igspoker_state igspoker_io_map
igspoker_state number10_io_map
igspoker_state cpokerpk_io_map
goupil_g1_state goupil_mem
goupil_g1_state goupil_io
goupil_g2_state goupil_g2_mem
goupil_g2_state goupil_g2_io
twincobr_state main_program_map
twincobr_state sound_program_map
twincobr_state sound_io_map
twincobr_state DSP_program_map
twincobr_state DSP_io_map
twincobr_state fsharkbt_i8741_io_map
sbugger_state sbugger_map
sbugger_state sbugger_io_map
sigmab52_state jwildb52_map
sigmab52_state sound_prog_map
sigmab52_state jwildb52_hd63484_map
barni_state maincpu_map
barni_state subcpu_map
barni_state audiocpu_map
zaxxon_state zaxxon_map
zaxxon_state decrypted_opcodes_map
zaxxon_state ixion_map
zaxxon_state congo_map
zaxxon_state congo_sound_map
jpmsys7_state jpmsys7_map
monzagp_state monzagp_map
monzagp_state monzagp_io
magictg_state magictg_map
magictg_state adsp_program_map
magictg_state adsp_data_map
magictg_state adsp_io_map
x1_state x1_io_banks_common
x1_state x1_io_banks
x1_state x1turbo_io_banks
x1_state x1_mem
x1_state x1turbo_mem
x1_state x1_io
playch10_state bios_map
playch10_state bios_io_map
playch10_state cart_map
stactics_state main_map
mhavoc_state alpha_map
mhavoc_state gamma_map
mhavoc_state alphaone_map
h89_state h89_mem
h89_state h89_io
manohman_state mem_map
hng64_state hng_map
swyft_state swyft_mem
amust_state mem_map
amust_state io_map
calcune_state calcune_map
xbox_state xbox_map
xbox_state xbox_map_io
djmain_state maincpu_djmain
djmain_state maincpu_djmainj
djmain_state maincpu_djmainu
djmain_state maincpu_djmaina
djmain_state k054539_map
orao_state orao_mem
renegade_state renegade_nomcu_map
renegade_state renegade_map
renegade_state renegade_sound_map
blockout_state main_map
blockout_state agress_map
blockout_state audio_map
dmax8000_state dmax8000_mem
dmax8000_state dmax8000_io
fidel68k_state fex68k_map
fidel68k_state fex68km2_map
fidel68k_state fex68km3_map
fidel68k_state fdes2265_map
fidel68k_state fdes2325_map
fidel68k_state eag_map
fidel68k_state eagv7_map
fidel68k_state eagv11_map
liberate_state prosport_map
liberate_state liberate_map
liberate_state decrypted_opcodes_map
liberate_state prosoccr_map
liberate_state deco16_io_map
liberate_state prosoccr_io_map
liberate_state liberatb_map
liberate_state prosoccr_sound_map
liberate_state liberate_sound_map
tnzs_base_state main_map
extrmatn_state prompal_main_map
tnzsb_state tnzsb_main_map
tnzs_base_state base_sub_map
tnzs_mcu_state tnzs_sub_map
arknoid2_state arknoid2_sub_map
kageki_state kageki_sub_map
insectx_state insectx_sub_map
tnzsb_state tnzsb_base_sub_map
tnzsb_state tnzsb_sub_map
kabukiz_state kabukiz_sub_map
tnzsb_state tnzsb_cpu2_map
kabukiz_state kabukiz_cpu2_map
tnzsb_state tnzsb_io_map
jpopnics_state jpopnics_main_map
jpopnics_state jpopnics_sub_map
tnzs_base_state mainbank_map
bpmmicro_state i286_mem
bpmmicro_state i286_io
_3x3puzzle_state _3x3puzzle_map
molecula_state molecula_file_map
molecula_state molecula_file_io
molecula_state molecula_app_map
molecula_state molecula_app_io
murogem_state murogem_map
gaelcopc_state gaelcopc_map
gcpinbal_state gcpinbal_map
othello_state main_map
othello_state main_portmap
othello_state audio_map
othello_state audio_portmap
rvoice_state hd63701_main_mem
rvoice_state hd63701_main_io
m63_state m63_map
m63_state fghtbskt_map
m63_state i8039_map
m63_state i8039_port_map
luckybal_state main_map
luckybal_state main_io
stlforce_state stlforce_map
stlforce_state twinbrat_oki_map
odyssey2_state odyssey2_mem
odyssey2_state odyssey2_io
g7400_state g7400_io
atlantis_state map0
atlantis_state map1
atlantis_state map2
atlantis_state map3
xexex_state main_map
xexex_state sound_map
dm7000_state dm7000_mem
vamphalf_state common_map
vamphalf_state common_32bit_map
vamphalf_state yorijori_32bit_map
vamphalf_state vamphalf_io
vamphalf_state misncrft_io
vamphalf_state coolmini_io
vamphalf_state suplup_io
vamphalf_state wyvernwg_io
vamphalf_state finalgdr_io
vamphalf_state mrkickera_io
vamphalf_state jmpbreak_io
vamphalf_state mrdig_io
vamphalf_state aoh_map
vamphalf_state aoh_io
vamphalf_state boonggab_io
vamphalf_state yorijori_io
alphasmart_state alphasmart_mem
alphasmart_state alphasmart_io
asma2k_state asma2k_mem
microdec_state microdec_mem
microdec_state microdec_io
markham_state markham_master_map
markham_state markham_slave_map
macpci_state pippin_mem
zaurus_state zaurus_map
iq151_state iq151_mem
iq151_state iq151_io
mpu3_state mpu3_basemap
thief_state sharkatt_main_map
thief_state thief_main_map
thief_state io_map
mightyframe_state mem_map
r9751_state r9751_mem
pc4_state pc4_mem
pc4_state pc4_io
nitedrvr_state nitedrvr_map
elf2_state elf2_mem
elf2_state elf2_io
alvg_state alvg_map
sderby2_state main_program_map
sderby2_state main_io_map
sderby2_state sub_program_map
sderby2_state sub_io_map
segajw_state segajw_map
segajw_state segajw_audiocpu_map
segajw_state segajw_audiocpu_io_map
segajw_state segajw_hd63484_map
segajw_state ramdac_map
icatel_state i80c31_prg
icatel_state i80c31_io
icatel_state i80c31_data
kontest_state kontest_map
kontest_state kontest_io
px8_state px8_mem
px8_state px8_io
px8_state px8_slave_mem
px8_state px8_slave_io
aim65_state aim65_mem
ut88_state ut88mini_mem
ut88_state ut88_mem
ut88_state ut88mini_io
ut88_state ut88_io
s8_state s8_main_map
s8_state s8_audio_map
stargame_state maincpu_map
stargame_state maincpu_io
stargame_state audiocpu_map
stargame_state audiocpu_io
hazl1500_state hazl1500_mem
hazl1500_state hazl1500_io
snk_state marvins_cpuA_map
snk_state marvins_cpuB_map
snk_state madcrash_cpuA_map
snk_state madcrash_cpuB_map
snk_state madcrush_cpuA_map
snk_state madcrush_cpuB_map
snk_state jcross_cpuA_map
snk_state jcross_cpuB_map
snk_state sgladiat_cpuA_map
snk_state sgladiat_cpuB_map
snk_state hal21_cpuA_map
snk_state hal21_cpuB_map
snk_state aso_cpuA_map
snk_state aso_cpuB_map
snk_state tnk3_cpuA_map
snk_state tnk3_cpuB_map
snk_state ikari_cpuA_map
snk_state ikari_cpuB_map
snk_state bermudat_cpuA_map
snk_state bermudat_cpuB_map
snk_state gwar_cpuA_map
snk_state gwar_cpuB_map
snk_state gwara_cpuA_map
snk_state gwara_cpuB_map
snk_state tdfever_cpuA_map
snk_state tdfever_cpuB_map
snk_state marvins_sound_map
snk_state marvins_sound_portmap
snk_state jcross_sound_map
snk_state jcross_sound_portmap
snk_state hal21_sound_map
snk_state hal21_sound_portmap
